id,cycle,setting1,setting2,setting3,concentration,flow_rate,compression,pressure,volume,mats,dense,volt,cap,stdev,temp,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf,ts
2,-9909,-90036.16,-66466.66,-51231.1,99141.0,4091.2126,-50589.355,7028.576,70039.76,-46145.22,41123.125,24872.541,28539.938,-89500.24,45202.055,25967.682,-30625.123,-72732.47,59204.285,98067.36,71354.06,-75276.25,-22294.682,50085.043,-63561.316,-13666,
2,-84960,19146.018,-49176.91,-98378.57,-62003.03,39692.867,-880.27435,80835.586,-92426.59,83285.07,-71658.73,-98750.22,-53478.074,-13390.105,-43664.93,49544.043,-42938.402,-26519.121,25122.416,-63078.906,-21066.402,28095.531,-73142.06,-38899.85,28283.596,13409,971063220
2,-44788,49109.414,43696.348,-82788.92,-25721.115,-82096.33,59235.445,-30538.822,-10092.799,53875.582,-98436.18,51270.527,98262.03,46623.04,-41785.285,82454.01,36161.617,-43180.07,-1913.2822,-31175.93,-13086.463,-88294.18,87169.57,70458.0,-33635.78,70255,
2,-5299,17824.97,60996.965,-29370.377,-32877.06,-11105.497,70828.92,-2663.9844,-56372.574,-41087.06,-36945.062,97670.43,-12136.304,-17812.205,-58005.734,-51840.367,95273.81,21015.348,-93548.2,-31021.549,36824.78,93729.21,-64188.63,-39405.23,-397.9055,82736,3310752218
2,-32134,-44458.465,19788.146,72682.11,-66481.6,-35731.695,-46025.715,49680.965,59550.01,-7157.1924,-37212.746,-53497.45,-95795.05,86684.25,77705.484,48982.9,-34993.96,-79644.336,8041.636,-88753.766,-18193.082,80269.055,22212.65,3775.95,81805.055,41852,3943899378
2,-897,91573.03,72198.86,-38195.84,-28023.613,51311.586,-11223.63,46063.684,-75607.47,-65149.367,-91834.305,-34662.137,-22804.924,86265.305,37252.492,-46754.17,-88307.93,406.5819,-47400.246,-35955.824,14377.95,-55979.055,2691.0222,74061.53,-22449.793,23391,675625166
2,90320,16160.696,25365.395,75172.836,-71469.82,-93549.76,61919.51,37345.957,72072.51,-599.7611,-48719.926,-11756.336,-25903.18,24686.688,-50919.22,64243.69,-13536.714,-37357.42,-19182.48,764.10187,-52010.746,98016.18,-80150.68,93261.78,88176.805,-63058,1894132530
2,25604,15531.043,-79564.03,42461.66,-5320.3945,93461.766,91629.51,79795.29,-65284.656,-80285.32,-43991.082,9279.187,40901.52,-86683.43,-7895.89,-45504.44,86168.29,-72457.09,-3178.2449,42388.29,46666.7,-25555.04,94004.914,66467.266,2426.373,-30436,3698564712
2,-67039,32850.535,-46091.08,60225.562,-20763.266,27625.59,32581.176,-67115.24,-50172.47,31095.393,34467.5,-43159.047,38717.51,97089.47,92448.13,-767.3541,44864.46,1385.18,-17295.236,27093.76,-64921.11,92160.766,-43660.594,-73484.3,-19538.998,40310,407027196
2,98964,-44657.883,-2239.569,7621.223,49784.71,-18759.564,-30668.146,11069.491,71477.95,70718.195,-99135.266,-10768.843,6991.315,-85390.305,-70689.375,86685.16,-40850.777,-1367.148,-14322.183,-73669.4,-22215.625,-38814.406,-95166.03,-40975.39,89807.734,73158,870040968
