id,cycle,setting1,setting2,setting3,concentration,flow_rate,compression,pressure,volume,mats,dense,volt,cap,stdev,temp,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf,ts
5,28587,-93989.57,-91248.336,95895.984,-53513.67,19636.738,64786.023,51955.52,85148.42,83655.96,-77897.52,96814.44,-31196.398,71891.72,-93747.914,-53064.72,19794.635,-31629.621,-4189.091,-68467.47,58375.324,78091.555,45861.477,44078.438,-76815.81,43925,747052412
5,77151,-98491.99,-26057.805,-60120.582,-13296.367,37967.027,69578.67,25156.492,-96185.11,19830.668,-36727.113,-23520.137,76872.86,96257.34,-36993.582,-67649.04,91755.26,-4343.5776,-6757.3823,55730.117,-76137.81,97888.484,1560.8427,33725.82,-56257.395,64918,1072596826
5,-95527,28566.203,42100.812,-56696.83,-74276.23,-81769.01,20492.176,9399.039,640.84656,97373.74,-78771.26,93107.97,15039.697,13415.152,42645.633,11250.735,-53952.336,-3239.9438,27542.822,65473.645,-61019.88,28175.354,33345.312,35525.56,72484.445,97626,3355282009
5,-17444,58824.75,20135.078,74496.12,65330.0,50092.24,-72488.35,-81551.77,-61201.22,-23141.848,80322.14,-70366.81,-54630.863,12536.174,-63658.64,-18742.281,-36743.46,36091.793,85735.336,-55501.617,83403.35,-32932.574,-4698.408,51481.207,92970.234,-61910,872250820
5,1150,77429.29,13649.041,68796.53,12273.38,-91316.99,76036.266,-54347.535,-19198.947,51067.64,-12317.783,-66811.08,9875.498,97581.04,78549.75,-4660.9253,46459.316,838.53064,-31850.291,-24999.521,-25859.934,96708.805,33061.62,53288.484,-33706.05,61939,1129995345
5,-58265,-81644.54,-10225.78,-8872.98,-47624.13,-94142.67,89137.48,-22260.477,-3944.5737,46608.945,-96008.17,89522.805,-20769.47,-56418.09,-29507.418,6487.243,-9353.658,-72692.03,-45662.684,38381.14,-78590.65,-43983.285,-18220.775,-58383.043,84294.87,41467,3721628988
5,-21538,-31395.986,-24562.605,-70515.45,51569.758,-85.108574,8352.059,18131.883,72351.73,34891.984,32466.062,-40560.69,23063.438,27215.398,6538.123,-18328.02,61604.19,13925.064,32029.2,6423.1753,84978.57,56193.676,-98473.984,-41397.652,-97328.44,-72352,3459601562
5,2770,-77612.336,-27846.291,34977.96,-58397.93,-30433.814,-25546.508,-54385.926,27635.52,35424.543,62565.215,89624.7,31055.479,13781.462,87330.234,-42092.363,-7978.2197,40898.75,-79851.25,-44609.26,49132.723,56539.81,-68794.95,22692.398,-15390.217,-45648,2298730032
5,19315,8507.576,84381.266,97135.73,85558.19,-15903.281,81081.38,-86584.68,-91117.38,-39133.703,-9493.185,-61364.01,-22329.354,48276.848,-43908.562,-84090.68,-84306.8,55583.676,79014.15,31185.78,-79422.28,84737.5,-30796.338,13686.425,96327.27,-10091,2268988247
5,41758,-11734.974,10094.304,-23564.834,-9178.259,-89125.91,-51553.797,-43268.047,-25105.902,73242.32,46453.973,44745.547,-93187.56,-2911.4976,21416.094,73861.375,41529.457,4203.218,4088.5664,-55378.47,-63661.14,-2593.7769,776.6766,30039.574,-11292.468,-4037,3843535096
5,49760,-31666.932,56655.16,-58128.05,-60544.816,45973.758,-73320.64,-13329.683,40880.69,-4049.4636,-40255.715,45945.086,-19002.396,65969.125,-56110.17,504.22552,-7424.6455,44187.137,-82774.836,44780.18,36524.133,5957.819,53733.016,80173.47,5599.9204,-57954,2060466708
5,-733,34980.363,60330.84,40540.496,-3186.765,-48752.805,88853.664,60611.902,11012.593,61533.957,5611.034,-62025.664,50140.438,-208.10301,-53875.64,-3891.378,-97126.984,40477.676,-20416.137,17822.07,53869.062,29129.4,27286.598,-1376.5479,71233.26,99817,3697366678
5,64903,-79132.555,-9454.172,-29097.203,39508.246,3444.8586,-21507.393,-85599.37,90499.19,11545.266,-94405.65,-75738.195,-81269.09,-97621.445,-96935.84,-3041.801,-29564.988,-84886.38,62566.59,-61464.984,-13641.824,-17257.87,10438.051,64128.742,29305.432,41117,941144157
5,93886,4504.3857,54678.19,-37974.816,-9520.23,-41844.47,28205.35,62816.37,-1927.3147,5301.19,-66556.6,-14062.03,11990.133,-3764.107,39741.6,10963.52,89206.97,9270.231,-47936.7,24438.688,91959.68,24921.895,96229.484,94110.12,-14091.717,-45371,1107282414
5,-25504,-94033.59,-14475.283,-49095.973,-8111.9644,-87005.21,52066.105,-34664.637,7296.9766,97990.5,-28002.064,57086.453,-79821.266,-63975.51,-56197.605,65711.25,-83512.06,6333.116,-80181.63,-54862.44,-18145.281,66483.02,-54890.62,-75428.32,-41852.99,34737,
5,-51460,-38419.453,-88522.1,35748.492,60855.016,88806.99,83758.945,-14387.795,41512.312,-57155.508,-35406.855,61611.785,30599.863,-47188.4,77416.82,19975.39,-1273.006,41749.71,-26170.389,-82270.93,29199.621,-8585.826,44094.723,63566.918,-30226.77,41064,258607293
5,89271,77768.85,-5851.3247,30889.756,487.6838,-5961.757,-49287.25,-18087.332,-95609.46,-22240.824,-88965.37,-80390.46,97036.1,96641.734,-42528.562,-70261.016,4374.2,94400.04,-50134.348,58664.566,-37055.273,96573.82,-92581.66,-20149.42,-26407.318,-22534,1689773736
