id,cycle,setting1,setting2,setting3,concentration,flow_rate,compression,pressure,volume,mats,dense,volt,cap,stdev,temp,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf,ts
7,-3855,-85935.21,59031.043,16940.225,-38631.348,-48410.297,-60724.418,38932.812,-73075.83,-21492.545,-61569.438,-7461.4185,7386.0107,63099.242,38405.754,27342.984,-65877.125,-76299.91,24319.477,-60767.527,-19128.805,5888.914,-45208.344,-33272.27,86887.27,-18682,3391005737
7,20771,75153.08,27498.936,51557.13,-91440.48,13783.089,-24211.734,29177.428,-39975.477,-78973.77,-96521.33,67412.42,61019.73,-32834.145,42294.824,-81462.1,-10013.672,92885.48,-87260.51,17822.012,12005.944,99385.055,88911.18,63611.36,67438.95,-70153,2080744280
7,-81961,-89561.34,-20774.82,-70650.51,-55472.605,54684.016,69304.76,-10058.738,-74579.4,74511.65,-50138.125,11956.369,-31106.055,-48976.848,56239.414,52747.15,98526.086,-58209.883,-2022.5254,-62454.227,-14069.727,-18643.492,-54847.15,-73161.08,57781.906,-85412,2456386521
7,-70333,-73844.66,-63913.254,-92485.22,98832.22,39150.17,75467.68,34603.41,73230.14,-96040.32,87846.19,-80300.65,92417.58,-37243.934,-17915.03,69188.766,69938.03,88082.79,-40054.754,-15666.967,25964.303,-40103.516,86440.17,-11766.593,-58995.895,-47665,3778232684
7,-92824,-25853.91,83069.516,-3831.4304,-84698.42,74694.46,77999.2,-33372.793,95598.19,-27183.762,46274.086,-25100.303,87487.69,75420.0,53046.977,-99788.94,36536.02,6577.677,-34869.7,68695.17,74428.6,80413.51,1839.3849,52903.234,97363.98,92810,3018822893
7,81122,-47238.836,-92653.75,-54141.723,47347.707,61122.547,-4216.683,-69906.42,92633.336,83309.24,57507.46,-48563.055,82470.43,-23446.553,71408.086,-72458.91,75796.47,65703.56,27714.13,-34893.633,25586.91,-34203.89,63883.31,-88144.445,97303.79,5951,
7,-64090,-41253.9,-40994.773,16704.5,42097.594,89645.516,-84136.97,-37884.176,92880.18,-68932.35,-33310.03,17476.701,-52513.562,-9600.77,33024.312,-74237.29,-58808.5,3967.9458,5772.2026,30099.56,17417.01,-95160.984,59286.97,-39479.77,-22889.635,-18151,4011315256
7,-56519,-95242.74,-47301.49,11054.535,66046.84,6082.1475,-95595.5,50579.63,-33117.023,-16643.328,-13326.296,27103.98,23983.105,-29472.951,-68458.69,-41165.676,51977.363,-71850.336,12186.175,-14470.307,-6976.3916,32680.725,-3784.7078,-56680.645,68426.914,-44211,2790477842
7,-31062,-51349.598,48775.6,-24874.621,50420.574,-64667.53,86780.7,-49821.086,88954.81,-57367.773,30266.686,-29680.559,60247.824,43187.793,41850.703,11654.381,99655.05,-50495.31,23561.11,-35201.586,-88146.79,-98165.32,42140.582,-73227.23,-96829.36,-88185,1053977549
7,81503,-27341.148,-61932.81,75912.86,-74736.76,57002.668,99528.414,-73378.29,51104.9,-1072.545,-3609.416,-3353.373,-80697.195,-53843.027,28041.693,93815.98,42660.887,60882.914,94913.09,-62912.47,43426.867,-82889.26,52766.4,-81863.53,-44901.895,73406,608095112
7,49710,72730.13,84858.58,80168.01,86709.59,53446.117,-9206.59,-81301.164,-71387.1,-26445.527,-64061.906,39295.938,-91347.34,51198.1,-98536.48,-19075.55,8666.161,69396.086,20285.176,19533.834,82675.016,66291.72,53735.8,-94098.23,-73659.24,-49592,1267601596
7,96594,-12423.194,32341.71,-2860.1902,-57302.7,77846.07,63291.38,-42270.85,-14961.104,-74432.04,-99196.95,53455.637,-90104.49,95084.086,80887.58,-5994.956,53631.473,-48376.79,-63628.06,-91565.37,-67147.85,-23966.523,-53382.39,75320.055,-3327.7456,85753,2622192821
7,69236,-60130.625,-41726.95,-44734.938,96066.43,76304.58,41039.754,-37614.254,-79087.72,-139.22206,45064.465,-64927.85,29019.193,58748.05,-55957.17,41041.082,15942.829,4701.156,74242.22,-33956.71,81425.03,-94244.055,97803.7,-54022.766,-23191.969,-26941,159726782
7,69141,-25533.84,88133.85,-67624.18,4680.542,63864.953,-37939.48,10926.887,-40609.152,60070.734,6045.7856,-53306.21,-69542.945,-11665.189,-81614.266,-15623.596,-46191.727,13116.626,1495.9736,83830.664,-75763.48,24388.154,3278.6406,30288.648,8673.679,-16257,1630561646
7,93979,-65084.914,-90798.55,-20180.715,85912.94,86317.6,7422.3857,-21049.404,-47761.39,45209.145,91453.055,35709.582,-52800.902,5646.2627,-4375.055,-59561.24,62385.176,-8135.8823,-41741.4,-75720.68,14992.341,52805.52,57384.617,89215.19,-34486.836,93313,1637507865
7,-69364,-93068.164,-66451.5,19325.744,-46780.555,-45498.195,-50714.043,19130.586,66296.23,37692.137,66870.555,-23052.945,-33644.918,97685.445,67715.57,-55727.824,-81880.53,58861.406,45302.387,-50194.406,-21210.988,-88746.016,72907.914,54595.363,-26015.363,-71860,2259680148
