"-76.9523468",38.87657166,8,8,2,1
"-76.95287323",38.87689972,8,8,2,2
"-76.95365906",38.87763977,8,8,2,3
"-76.95478058",38.87881088,8,8,2,4
"-76.95517731",38.87915039,8,8,2,5
"-76.95571899",38.87960052,8,8,2,6
"-76.95628357",38.87990189,8,8,2,7
"-76.95677185",38.88003922,8,8,2,8
"-76.95716095",38.88006973,8,8,2,9
"-76.95748901",38.88000107,8,8,2,10
"-76.95832825",38.87979126,8,8,2,11
"-76.95863342",38.87960815,8,8,2,12
"-76.95892334",38.87940979,8,8,2,13
"-76.95916748",38.87915039,8,8,2,14
"-76.95950317",38.87886047,8,8,2,15
"-76.95980072",38.87863922,8,8,2,16
"-76.96019745",38.87845993,8,8,2,17
"-76.96069336",38.87828827,8,8,2,18
"-76.96080017",38.87825012,8,8,2,19
"-76.96092224",38.87837982,8,8,2,20
"-76.96112823",38.87852859,8,8,2,21
"-76.96130371",38.87829971,8,8,2,22
"-76.96140289",38.87820053,8,8,2,23
"-76.96157837",38.87804031,8,8,2,24
"-76.96167755",38.87797165,8,8,2,25
"-76.96182251",38.87789154,8,8,2,26
"-76.96195221",38.87783051,8,8,2,27
"-76.96202087",38.87779999,8,8,2,28
"-76.96225739",38.87768173,8,8,2,29
"-76.962677",38.87746048,8,8,2,30
"-76.96292114",38.87733841,8,8,2,31
"-76.96328735",38.87715912,8,8,2,32
"-76.96350098",38.87705994,8,8,2,33
"-76.96420288",38.87670135,8,8,2,34
"-76.96459961",38.87649918,8,8,2,35
"-76.96489716",38.8763504,8,8,2,36
"-76.96549988",38.87604904,8,8,2,37
"-76.96572876",38.87593842,8,8,2,38
"-76.96658325",38.87553024,8,8,2,39
"-76.96746063",38.87506866,8,8,2,40
"-76.96777344",38.87491989,8,8,2,41
"-76.96806335",38.87477875,8,8,2,42
"-76.96936798",38.87540817,8,8,2,43
"-76.97001648",38.8751297,8,8,2,44
"-76.97084808",38.87488174,8,8,2,45
"-76.97173309",38.87477875,8,8,2,46
"-76.97254944",38.87462997,8,8,2,47
"-76.97258759",38.8747406,8,8,2,48
"-76.97258759",38.87479019,8,8,2,49
"-76.97257996",38.8748703,8,8,2,50
"-76.97251892",38.87503052,8,8,2,51
"-76.97236633",38.87524033,8,8,2,52
"-76.97228241",38.87533951,8,8,2,53
"-76.97216797",38.87543106,8,8,2,54
"-76.97197723",38.87553024,8,8,2,55
"-76.97180939",38.87557983,8,8,2,56
"-76.97158051",38.8756218,8,8,2,57
"-76.97093201",38.87572861,8,8,2,58
"-76.97042847",38.87586975,8,8,2,59
"-76.97015381",38.87593079,8,8,2,60
"-76.96987152",38.87601852,8,8,2,61
"-76.96961212",38.87611008,8,8,2,62
"-76.96927643",38.87625885,8,8,2,63
"-76.96896362",38.87641907,8,8,2,64
"-76.96871185",38.87657166,8,8,2,65
"-76.96852875",38.87667847,8,8,2,66
"-76.96846008",38.87673187,8,8,2,67
"-76.96813965",38.87696838,8,8,2,68
"-76.96778107",38.8772583,8,8,2,69
"-76.96764374",38.87738037,8,8,2,70
"-76.96739197",38.87760162,8,8,2,71
"-76.96703339",38.87794876,8,8,2,72
"-76.96676636",38.87820816,8,8,2,73
"-76.96649933",38.87849045,8,8,2,74
"-76.96611023",38.87892151,8,8,2,75
"-76.96572113",38.87939835,8,8,2,76
"-76.96515656",38.88016129,8,8,2,77
"-76.96475983",38.88079071,8,8,2,78
"-76.96452332",38.88122177,8,8,2,79
"-76.96427155",38.88171005,8,8,2,80
"-76.96414948",38.88196182,8,8,2,81
"-76.96401215",38.88227844,8,8,2,82
"-76.96381378",38.88277054,8,8,2,83
"-76.96367645",38.88311005,8,8,2,84
"-76.96362305",38.88327026,8,8,2,85
"-76.96351624",38.88351059,8,8,2,86
"-76.96344757",38.88368988,8,8,2,87
"-76.96337128",38.88388062,8,8,2,88
"-76.96307373",38.88462067,8,8,2,89
"-76.962677",38.88557816,8,8,2,90
"-76.96247864",38.8860817,8,8,2,91
"-76.96234894",38.88639069,8,8,2,92
"-76.96218109",38.88671875,8,8,2,93
"-76.96208191",38.88690948,8,8,2,94
"-76.96192932",38.88713074,8,8,2,95
"-76.96176147",38.88734055,8,8,2,96
"-76.96163177",38.88748932,8,8,2,97
"-76.96150208",38.88761902,8,8,2,98
"-76.96130371",38.88779068,8,8,2,99
"-76.96111298",38.88793182,8,8,2,100
"-76.96092224",38.88806915,8,8,2,101
"-76.96060944",38.88827896,8,8,2,102
"-76.96018219",38.8885498,8,8,2,103
"-76.95979309",38.88879013,8,8,2,104
"-76.9593277",38.8890686,8,8,2,105
"-76.9593277",38.8890686,8,8,455,1
"-76.95818329",38.88977814,8,8,455,2
"-76.95834351",38.88977814,8,8,455,3
"-76.95868683",38.88978958,8,8,455,4
"-76.95966339",38.88933182,8,8,455,5
"-76.9594574",38.88935089,8,8,455,6
"-76.95931244",38.88936996,8,8,455,7
"-76.95916748",38.88940048,8,8,455,8
"-76.95905304",38.889431,8,8,455,9
"-76.95892334",38.88948059,8,8,455,10
"-76.95868683",38.88959122,8,8,455,11
"-76.95868683",38.88959122,8,8,453,1
"-76.95834351",38.88977814,8,8,453,2
"-76.95868683",38.88978958,8,8,453,3
"-76.95966339",38.88933182,8,8,453,4
"-76.96005249",38.88932037,8,8,453,5
"-76.96035767",38.88932037,8,8,453,6
"-76.96053314",38.88933182,8,8,453,7
"-76.96067047",38.88935089,8,8,453,8
"-76.96086884",38.88938904,8,8,453,9
"-76.96115112",38.88946152,8,8,453,10
"-76.96135712",38.88951111,8,8,453,11
"-76.96170044",38.88957977,8,8,453,12
"-76.96138",38.88945007,8,8,453,13
"-76.96128845",38.88940048,8,8,453,14
"-76.96125031",38.88935852,8,8,453,15
"-76.96118164",38.88928986,8,8,453,16
"-76.96112061",38.88920975,8,8,453,17
"-76.96109009",38.88911819,8,8,453,18
"-76.96108246",38.88908005,8,8,453,19
"-76.9610672",38.88899994,8,8,453,20
"-76.96109009",38.88888931,8,8,453,21
"-76.96109009",38.88888931,8,8,63,1
"-76.96112061",38.88880157,8,8,63,2
"-76.96115875",38.8887291,8,8,63,3
"-76.96125031",38.88861847,8,8,63,4
"-76.96141052",38.88843918,8,8,63,5
"-76.96159363",38.8882103,8,8,63,6
"-76.96166992",38.88808823,8,8,63,7
"-76.96192932",38.88759995,8,8,63,8
