id,cycle,setting1,setting2,setting3,concentration,flow_rate,compression,pressure,volume,mats,dense,volt,cap,stdev,temp,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf,ts
10,4514,-44806.42,-12311.549,-61834.844,-63162.74,-6833.7363,-94762.016,-98974.34,11576.863,-41595.523,-9974.202,13549.331,-45704.676,36191.17,-18383.254,84304.73,14075.127,-71771.65,-18593.475,-15029.728,-10569.696,-22157.488,-17178.115,91340.72,-65496.93,24922,3335225385
10,-41416,69139.94,18554.875,-73028.95,76300.16,-91747.67,60552.723,-17654.697,26951.904,48609.996,29279.01,32763.277,-15758.36,28174.695,-31804.652,72728.44,-71042.36,82229.94,47731.734,-93266.914,-4724.165,26882.379,-24782.572,-81987.0,-90875.414,3717,3310244922
10,-31623,84512.55,1657.5103,-30999.6,79829.45,-21642.998,-99648.04,74116.31,-61452.957,-75804.734,-42879.1,20759.104,-16214.82,88089.87,83568.8,40811.445,27222.648,-67501.7,-72652.47,21516.44,-51136.77,-42449.652,57108.836,-90281.78,-67648.52,22015,105787349
10,-47478,52964.094,95886.766,-16785.518,-78880.63,-17246.121,-84297.13,35157.74,18418.771,61732.156,34551.957,49616.773,14342.42,-34576.42,70036.48,-6782.126,49788.59,-13906.129,-3134.9766,35342.547,-62640.023,1821.9755,93855.36,-22726.455,36869.703,14677,1761550719
10,13974,-23543.922,-15064.359,82972.13,39926.72,-58451.434,3984.9104,-97993.19,-32602.307,-57241.367,-79418.88,-82525.33,55466.754,68265.38,-85193.4,11671.632,5206.8237,77357.81,-90077.67,8111.707,-1379.3944,22248.084,42832.75,32636.873,75322.96,87520,3565137752
10,67809,93338.59,10787.953,-73435.836,55080.465,-3042.3188,-24940.867,12082.334,47555.434,-65252.273,-6504.1714,-17110.297,39064.16,-52272.668,-59828.074,-32925.258,-88037.02,-34301.81,49474.457,-65172.0,16286.627,-72717.266,97205.99,-66589.766,-34395.953,-27527,2604780455
10,1191,-27375.863,-38162.145,85360.39,71454.71,90436.14,-21974.625,-40199.395,4696.6924,39126.074,-65322.72,-56689.254,54024.5,58165.684,25298.64,8901.484,28180.605,28968.049,-88103.76,22682.408,-34515.75,-24472.857,3931.798,20165.975,-68077.24,90353,418359025
10,32190,89253.79,2409.9446,66379.68,-48652.574,-24522.771,68769.875,-37953.598,-61901.504,-1523.4885,-89916.71,14180.259,-1173.28,439.37222,-1504.5881,8742.41,36163.61,70876.125,25378.854,27038.088,87987.875,80575.73,82391.77,-67083.07,14295.279,-9128,3739667593
10,31392,-96526.68,-95655.67,54418.19,87999.56,41650.38,26788.387,-92474.5,11019.858,-5528.3374,-45288.41,-70005.6,80484.336,-15397.043,-87864.58,-64843.207,7852.433,26959.207,-53333.703,33673.594,27064.633,49837.77,-27620.312,-76491.53,63162.62,-18753,862783512
10,25965,59935.79,99007.266,15721.228,23376.621,24943.818,36908.27,-34473.6,12608.542,84300.055,30110.436,4030.8416,-86295.586,19307.223,45275.83,-30649.383,-22835.346,-92063.58,11519.971,-42236.977,79827.836,31760.373,-19224.275,-6066.6973,-15225.529,7125,3234828243
10,-5885,-49978.363,-68083.125,48186.984,-92780.71,13655.25,22609.197,-54612.715,-60935.17,39569.586,34550.355,-73721.49,82043.18,-62006.848,-69807.29,-11497.782,78277.484,62534.523,88024.09,-43115.617,-21807.621,-78001.1,-15563.092,-89547.51,21806.729,96558,1098701759
10,-28832,2144.033,85069.89,-36717.56,37442.617,-20560.127,-71081.77,52267.67,87474.23,88671.67,-83761.65,4944.9062,61372.953,-91156.69,-85369.37,2494.8945,1043.172,-2573.5396,48343.234,-54399.695,40870.9,30323.19,63962.938,62518.523,-91878.36,11877,2924720650
10,-55287,-54287.004,-95111.125,66537.97,34020.152,-92069.875,15842.517,62259.83,-12347.366,-56726.074,-73475.8,-19095.824,-50530.04,-43365.727,-16246.701,-87989.61,82123.125,-90395.49,70605.89,8960.014,-3650.3809,36370.312,-53226.312,46250.734,-58875.95,-78618,3338887752
10,-33093,-10766.96,51275.094,-85219.055,-17573.037,-33905.004,67842.84,11374.193,75740.734,-4644.309,79883.68,53277.203,-66852.23,-55060.484,-61031.25,-56137.74,57205.54,-92215.24,85005.055,-7540.726,47435.625,81986.4,16426.242,-56133.9,62056.887,44510,3203875835
10,-8526,37895.227,-10909.22,-91026.27,47012.105,-47076.332,46052.273,-32017.066,-12767.067,-57683.977,18427.398,38926.492,3337.877,-10807.707,37522.312,83595.14,63114.92,-77054.44,94271.11,61745.492,58502.94,-40833.066,78625.484,-51873.527,522.05273,91178,3566610260
