id,cycle,setting1,setting2,setting3,concentration,flow_rate,compression,pressure,volume,mats,dense,volt,cap,stdev,temp,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf,ts
8,32844,23337.16,-37578.605,-40019.645,-78951.51,11615.354,13899.658,-57666.965,54198.074,9078.933,-9076.431,51066.945,17878.1,31209.88,-13049.727,85712.99,-75271.234,19826.988,-18314.584,73932.63,-84985.33,-63522.906,-76779.336,29548.953,18934.441,-95094,3652780329
8,23804,-92251.88,-37834.78,72200.57,-59036.55,-42808.55,-56955.97,-50581.793,-46064.867,-54685.36,-71700.36,29310.04,11125.9,30234.152,-31377.23,8973.282,-89004.07,-45200.254,48544.14,7240.06,-21255.664,64736.47,-83185.61,44288.004,-21701.229,-32918,3187139686
8,93758,-92867.445,-95518.44,87156.33,-37208.355,-90477.48,-68551.914,63273.7,-19937.18,93962.49,-79929.67,18742.238,-5118.819,-49512.664,37598.23,15462.044,93580.01,-88248.67,89542.49,84907.28,-47523.01,36710.875,85463.34,-44105.137,63795.668,-60157,3386967262
8,23269,-38800.652,5550.358,51087.92,32925.438,-70091.6,36465.203,51721.316,-87529.02,43353.168,8615.058,3940.9065,-32846.85,32329.82,-80223.734,73173.17,14941.227,-10324.646,-44261.22,51004.793,72775.81,5846.1445,-3253.2092,-82450.21,24500.812,-72240,1032896700
8,9966,-37222.13,71593.17,48820.348,61179.004,-15225.756,-64978.375,-52684.734,9379.069,-42260.656,-21406.078,77822.27,-91436.55,-97638.586,-2481.7698,83361.4,-83957.34,-63400.047,41254.85,-40350.06,-72927.54,95542.4,-78930.31,84813.41,47579.99,98817,3533213126
8,56676,22046.281,2076.3088,42003.52,96367.25,-82424.305,2596.53,8669.136,74202.32,75589.1,57214.477,-17331.254,83354.41,90095.055,81166.34,-65874.96,67997.695,89216.875,37693.715,46022.742,-26580.406,33554.19,51069.87,-61038.137,-49520.258,-74424,889930426
8,-89956,-76257.73,-47898.79,-73583.16,-1439.0712,26112.545,-30046.992,3928.9841,59553.71,-27894.314,-27990.975,90222.61,41307.074,11210.195,-51415.43,61621.4,-68897.695,-24525.97,-31395.998,-73399.914,61605.094,-72073.55,-50616.855,68384.5,-72004.34,-67937,1633501416
8,69882,59584.664,80695.56,23525.596,-51007.04,50361.55,-49141.27,89524.766,-18341.707,2751.3372,-90233.164,-41857.598,-67827.19,-15208.873,-47819.055,-64773.742,71939.54,-23813.14,-26778.88,-83772.17,97418.15,-78780.99,-70188.61,-5802.8257,-43324.375,67304,1577422295
8,-79875,49452.176,63897.406,-1363.4924,-83898.28,35027.97,74441.164,57812.93,-72166.97,42184.523,36040.15,92344.164,17066.5,-18092.586,97137.83,-63167.64,99886.125,-31467.72,-77140.37,26999.803,-76797.78,-85365.19,-71704.914,70932.56,39949.895,-3754,1071734169
8,22533,-84158.414,-8770.538,94926.305,63356.883,-80714.73,-36152.69,-35423.316,84008.945,-19954.564,37242.504,13189.407,-99358.5,-52643.03,-23329.492,-31788.232,87538.11,-66135.02,75364.85,-5642.437,-37285.48,-61941.8,63816.234,-96293.484,-23030.07,-62684,
8,76865,-64611.887,-56827.414,84028.195,20583.92,-88140.914,-185.37088,93820.03,28918.842,-83693.37,-33354.445,-36001.73,23611.7,-72097.78,3932.7905,-30944.549,-75437.54,43711.637,87774.234,46178.22,-41727.652,-9888.202,13383.258,13075.58,64471.008,643,141090922
8,84283,57172.234,92092.59,76038.73,-42591.332,883.3556,84439.734,49022.57,43818.562,-48508.535,6244.56,-87125.5,45792.758,40494.625,99071.164,-90247.74,-91454.69,68855.27,36266.844,-74901.33,76327.11,7331.235,-65337.527,-36531.473,-24945.096,18838,2593651494
8,-27114,-96622.28,15636.346,-4305.624,-39661.42,46705.76,-7239.121,-69392.13,65966.555,-91127.33,-46629.18,67046.28,46576.12,-46.518772,-94285.555,-9010.85,-94348.66,62115.98,-57058.07,-79162.08,42493.953,17293.844,61204.8,9375.16,-56417.89,21665,3718109575
8,77613,-30217.959,69430.73,38370.945,9248.861,-18818.887,8098.186,-67200.18,52373.793,-53501.582,-44848.258,94807.75,29267.383,67040.28,-30480.416,78998.836,21085.021,19386.652,40115.977,58394.168,13958.674,-94123.74,-68013.32,-64450.43,28336.146,58009,3431225866
8,28035,-11133.988,34459.69,82013.86,41114.04,49979.824,-45793.043,-7951.5947,32985.04,-48378.867,66494.77,-26371.488,-62526.168,72875.21,50564.492,91673.695,-31852.896,7422.3765,39414.62,10189.986,37238.527,82748.8,65488.66,16506.564,-19387.197,-70376,2657659333
8,53854,74881.5,90079.03,17540.668,27565.83,24813.488,-86166.484,-48377.81,57247.78,-45826.703,-39939.383,22907.564,7458.6855,-35435.24,-44518.586,58512.71,-21719.23,28933.205,91472.61,-30711.969,-84238.22,-71071.46,69084.484,-16894.887,50298.04,-3616,3720259561
8,16622,-41234.504,-72541.19,57552.1,276.21927,15567.936,-56710.04,-5198.434,23078.725,14059.379,62289.453,42685.43,-88998.38,-89088.89,68979.83,-57236.387,20839.715,64732.54,-18274.982,80648.984,-57972.406,-26846.818,-24525.184,98876.37,13545.708,-87753,2576681896
8,-18579,-35255.59,-11894.187,87836.77,42463.293,52903.832,64837.24,29045.305,88016.52,98348.65,-90719.0,21176.742,-10713.409,68021.195,-44440.312,18409.215,56582.58,-29355.543,49291.05,81075.61,47996.45,-18997.264,1121.1499,31725.352,64994.96,-90635,3748801386
8,-76724,53343.176,92400.695,87455.73,87706.8,-36407.457,-69639.84,-30671.85,-91448.12,-37777.71,70525.79,-78937.31,-62061.914,43598.68,84208.92,6753.2446,-7109.176,16453.648,42968.812,51360.63,84356.42,-90204.56,43353.957,13307.264,-18794.295,81472,1420353859
