"-76.97722626",38.86051178,7,7,7,1
"-76.97740936",38.86022949,7,7,7,2
"-76.97776794",38.85990143,7,7,7,3
"-76.97792816",38.85966873,7,7,7,4
"-76.97811127",38.85948181,7,7,7,5
"-76.97814178",38.85937119,7,7,7,6
"-76.97821808",38.85914993,7,7,7,7
"-76.97820282",38.85892105,7,7,7,8
"-76.97814941",38.85868835,7,7,7,9
"-76.97799683",38.85829926,7,7,7,10
"-76.97779083",38.85794067,7,7,7,11
"-76.97740173",38.8575592,7,7,7,12
"-76.97704315",38.85725021,7,7,7,13
"-76.97720337",38.85728836,7,7,7,14
"-76.97743988",38.85731125,7,7,7,15
"-76.97799683",38.85731125,7,7,7,16
"-76.97841644",38.85731125,7,7,7,17
"-76.97897339",38.8572998,7,7,7,18
"-76.97937012",38.8572998,7,7,7,19
"-76.97962952",38.8572998,7,7,7,20
"-76.98036957",38.85731125,7,7,7,21
"-76.98056793",38.85728836,7,7,7,22
"-76.98074341",38.85726929,7,7,7,23
"-76.98143005",38.85715103,7,7,7,24
"-76.98222351",38.85700989,7,7,7,25
"-76.98233795",38.85699081,7,7,7,26
"-76.98287201",38.85689163,7,7,7,27
"-76.98297119",38.85688019,7,7,7,28
"-76.98306274",38.85689926,7,7,7,29
"-76.98365784",38.85726166,7,7,7,30
"-76.98493958",38.85731125,7,7,7,31
"-76.9852066",38.8572998,7,7,7,32
"-76.98538208",38.85718918,7,7,7,33
"-76.98593903",38.85752869,7,7,7,34
"-76.98658752",38.8579483,7,7,7,35
"-76.98745728",38.85850143,7,7,7,36
"-76.98784637",38.85874176,7,7,7,37
"-76.98832703",38.85829926,7,7,7,38
"-76.98854065",38.85839081,7,7,7,39
"-76.9887619",38.85840988,7,7,7,40
"-76.99012756",38.85845184,7,7,7,41
"-76.99098206",38.85845947,7,7,7,42
"-76.99185181",38.85842133,7,7,7,43
"-76.99301147",38.85839844,7,7,7,44
"-76.9932785",38.85839844,7,7,7,45
"-76.99327087",38.85834122,7,7,7,46
"-76.99337006",38.85832977,7,7,7,47
"-76.99343109",38.85874176,7,7,7,48
"-76.99356079",38.85877991,7,7,7,49
"-76.99372101",38.85881042,7,7,7,50
"-76.99404907",38.85887909,7,7,7,51
"-76.9943924",38.85892868,7,7,7,52
"-76.99520111",38.85931015,7,7,7,53
"-76.99536133",38.85905075,7,7,7,54
"-76.99539185",38.85897827,7,7,7,55
"-76.99546051",38.85879135,7,7,7,56
"-76.99562836",38.85815811,7,7,7,57
"-76.99591064",38.85671997,7,7,7,58
"-76.99598694",38.85643005,7,7,7,59
"-76.99607849",38.8560791,7,7,7,60
"-76.99609375",38.85601044,7,7,7,61
"-76.99609375",38.8559494,7,7,7,62
"-76.99610138",38.85580063,7,7,7,63
"-76.99609375",38.85551834,7,7,7,64
"-76.99606323",38.85506058,7,7,7,65
"-76.9960022",38.8544693,7,7,7,66
"-76.99595642",38.85382843,7,7,7,67
"-76.99590302",38.85306931,7,7,7,68
"-76.99585724",38.85208893,7,7,7,69
"-76.99585724",38.8518486,7,7,7,70
"-76.99526215",38.85182953,7,7,7,71
"-76.99524689",38.85166931,7,7,7,72
"-76.99537659",38.84975052,7,7,7,73
"-76.99491119",38.84975815,7,7,7,74
"-76.99449921",38.84976959,7,7,7,75
"-76.99432373",38.84980011,7,7,7,76
"-76.99417114",38.8498497,7,7,7,77
"-76.99391174",38.84999084,7,7,7,78
"-76.99373627",38.85005951,7,7,7,79
"-76.99356079",38.85007095,7,7,7,80
"-76.99333191",38.85005188,7,7,7,81
"-76.99305725",38.84999084,7,7,7,82
"-76.99285126",38.84989929,7,7,7,83
"-76.99266815",38.84976959,7,7,7,84
"-76.99250031",38.84960938,7,7,7,85
"-76.99241638",38.84946823,7,7,7,86
"-76.99237823",38.84928131,7,7,7,87
"-76.99239349",38.84857941,7,7,7,88
"-76.99239349",38.84857941,7,7,90,1
"-76.99237823",38.84928131,7,7,90,2
"-76.99241638",38.84946823,7,7,90,3
"-76.99250031",38.84960938,7,7,90,4
"-76.99266815",38.84976959,7,7,90,5
"-76.99285126",38.84989929,7,7,90,6
"-76.99305725",38.84999084,7,7,90,7
"-76.99333191",38.85005188,7,7,90,8
"-76.99356079",38.85007095,7,7,90,9
"-76.99356079",38.85007095,7,7,614,1
"-76.99373627",38.85005951,7,7,614,2
"-76.99391174",38.84999084,7,7,614,3
"-76.99417114",38.8498497,7,7,614,4
"-76.99432373",38.84980011,7,7,614,5
"-76.99449921",38.84976959,7,7,614,6
"-76.99491119",38.84975815,7,7,614,7
"-76.99537659",38.84975052,7,7,614,8
"-76.99524689",38.85166931,7,7,614,9
"-76.99526215",38.85182953,7,7,614,10
"-76.99585724",38.8518486,7,7,614,11
"-76.99585724",38.85208893,7,7,614,12
"-76.99590302",38.85306931,7,7,614,13
"-76.99595642",38.85382843,7,7,614,14
"-76.9960022",38.8544693,7,7,614,15
"-76.99606323",38.85506058,7,7,614,16
"-76.99609375",38.85551834,7,7,614,17
"-76.99610138",38.85580063,7,7,614,18
"-76.99609375",38.8559494,7,7,614,19
"-76.99609375",38.85601044,7,7,614,20
"-76.99607849",38.8560791,7,7,614,21
"-76.99598694",38.85643005,7,7,614,22
"-76.99591064",38.85671997,7,7,614,23
"-76.99562836",38.85815811,7,7,614,24
"-76.99546051",38.85879135,7,7,614,25
"-76.99546051",38.85879135,7,7,755,1
"-76.99539185",38.85897827,7,7,755,2
"-76.99536133",38.85905075,7,7,755,3
"-76.99520111",38.85931015,7,7,755,4
"-76.99503326",38.85958862,7,7,755,5
"-76.99500275",38.85963058,7,7,755,6
"-76.99475098",38.85995865,7,7,755,7
"-76.99459839",38.86022186,7,7,755,8
"-76.99443817",38.86048889,7,7,755,9
"-76.9943924",38.860569,7,7,755,10
"-76.99459076",38.86074066,7,7,755,11
"-76.99481964",38.8609314,7,7,755,12
